Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,Value
2010,A,0,_X,A,N,SH_DYN_IMRT,60,,Y0,,PER_1000_LIVE_BIRTHS,14.0
2011,A,0,_X,A,N,SH_DYN_IMRT,60,,Y0,,PER_1000_LIVE_BIRTHS,13.7
2012,A,0,_X,A,N,SH_DYN_IMRT,60,,Y0,,PER_1000_LIVE_BIRTHS,13.4
2013,A,0,_X,A,N,SH_DYN_IMRT,60,,Y0,,PER_1000_LIVE_BIRTHS,13.2
2014,A,0,_X,A,N,SH_DYN_IMRT,60,,Y0,,PER_1000_LIVE_BIRTHS,12.7
2015,A,0,_X,A,N,SH_DYN_IMRT,60,,Y0,,PER_1000_LIVE_BIRTHS,12.5
2016,A,0,_X,A,N,SH_DYN_IMRT,60,,Y0,,PER_1000_LIVE_BIRTHS,12.3
2017,A,0,_X,A,N,SH_DYN_IMRT,60,,Y0,,PER_1000_LIVE_BIRTHS,12.1
2018,A,0,_X,A,N,SH_DYN_IMRT,60,,Y0,,PER_1000_LIVE_BIRTHS,12.1
2019,A,0,_X,A,N,SH_DYN_IMRT,60,,Y0,,PER_1000_LIVE_BIRTHS,11.8
2010,A,0,_X,A,N,SH_DYN_IMRT,62,,Y0,,PER_1000_LIVE_BIRTHS,38.1
2011,A,0,_X,A,N,SH_DYN_IMRT,62,,Y0,,PER_1000_LIVE_BIRTHS,40.7
2012,A,0,_X,A,N,SH_DYN_IMRT,62,,Y0,,PER_1000_LIVE_BIRTHS,40.0
2013,A,0,_X,A,N,SH_DYN_IMRT,62,,Y0,,PER_1000_LIVE_BIRTHS,40.0
2014,A,0,_X,A,N,SH_DYN_IMRT,62,,Y0,,PER_1000_LIVE_BIRTHS,38.7
2015,A,0,_X,A,N,SH_DYN_IMRT,62,,Y0,,PER_1000_LIVE_BIRTHS,38.1
2016,A,0,_X,A,N,SH_DYN_IMRT,62,,Y0,,PER_1000_LIVE_BIRTHS,37.4
2017,A,0,_X,A,N,SH_DYN_IMRT,62,,Y0,,PER_1000_LIVE_BIRTHS,36.8
2018,A,0,_X,A,N,SH_DYN_IMRT,62,,Y0,,PER_1000_LIVE_BIRTHS,36.6
2019,A,0,_X,A,N,SH_DYN_IMRT,62,,Y0,,PER_1000_LIVE_BIRTHS,36.0
2010,A,0,_X,A,N,SH_DYN_IMRT,64,,Y0,,PER_1000_LIVE_BIRTHS,25.7
2011,A,0,_X,A,N,SH_DYN_IMRT,64,,Y0,,PER_1000_LIVE_BIRTHS,27.0
2012,A,0,_X,A,N,SH_DYN_IMRT,64,,Y0,,PER_1000_LIVE_BIRTHS,30.8
2013,A,0,_X,A,N,SH_DYN_IMRT,64,,Y0,,PER_1000_LIVE_BIRTHS,30.6
2014,A,0,_X,A,N,SH_DYN_IMRT,64,,Y0,,PER_1000_LIVE_BIRTHS,28.9
2015,A,0,_X,A,N,SH_DYN_IMRT,64,,Y0,,PER_1000_LIVE_BIRTHS,26.3
2016,A,0,_X,A,N,SH_DYN_IMRT,64,,Y0,,PER_1000_LIVE_BIRTHS,25.8
2017,A,0,_X,A,N,SH_DYN_IMRT,64,,Y0,,PER_1000_LIVE_BIRTHS,25.4
2018,A,0,_X,A,N,SH_DYN_IMRT,64,,Y0,,PER_1000_LIVE_BIRTHS,25.2
2019,A,0,_X,A,N,SH_DYN_IMRT,64,,Y0,,PER_1000_LIVE_BIRTHS,24.8
2010,A,0,_X,A,N,SH_DYN_IMRT,66,,Y0,,PER_1000_LIVE_BIRTHS,22.0
2011,A,0,_X,A,N,SH_DYN_IMRT,66,,Y0,,PER_1000_LIVE_BIRTHS,22.0
2012,A,0,_X,A,N,SH_DYN_IMRT,66,,Y0,,PER_1000_LIVE_BIRTHS,24.6
2013,A,0,_X,A,N,SH_DYN_IMRT,66,,Y0,,PER_1000_LIVE_BIRTHS,24.7
2014,A,0,_X,A,N,SH_DYN_IMRT,66,,Y0,,PER_1000_LIVE_BIRTHS,24.2
2015,A,0,_X,A,N,SH_DYN_IMRT,66,,Y0,,PER_1000_LIVE_BIRTHS,24.0
2016,A,0,_X,A,N,SH_DYN_IMRT,66,,Y0,,PER_1000_LIVE_BIRTHS,23.6
2017,A,0,_X,A,N,SH_DYN_IMRT,66,,Y0,,PER_1000_LIVE_BIRTHS,23.2
2018,A,0,_X,A,N,SH_DYN_IMRT,66,,Y0,,PER_1000_LIVE_BIRTHS,23.1
2019,A,0,_X,A,N,SH_DYN_IMRT,66,,Y0,,PER_1000_LIVE_BIRTHS,22.7
2010,A,0,_X,A,N,SH_DYN_IMRT,67,,Y0,,PER_1000_LIVE_BIRTHS,26.6
2011,A,0,_X,A,N,SH_DYN_IMRT,67,,Y0,,PER_1000_LIVE_BIRTHS,26.1
2012,A,0,_X,A,N,SH_DYN_IMRT,67,,Y0,,PER_1000_LIVE_BIRTHS,28.5
2013,A,0,_X,A,N,SH_DYN_IMRT,67,,Y0,,PER_1000_LIVE_BIRTHS,28.5
2014,A,0,_X,A,N,SH_DYN_IMRT,67,,Y0,,PER_1000_LIVE_BIRTHS,27.1
2015,A,0,_X,A,N,SH_DYN_IMRT,67,,Y0,,PER_1000_LIVE_BIRTHS,25.7
2016,A,0,_X,A,N,SH_DYN_IMRT,67,,Y0,,PER_1000_LIVE_BIRTHS,25.2
2017,A,0,_X,A,N,SH_DYN_IMRT,67,,Y0,,PER_1000_LIVE_BIRTHS,24.9
2018,A,0,_X,A,N,SH_DYN_IMRT,67,,Y0,,PER_1000_LIVE_BIRTHS,24.7
2019,A,0,_X,A,N,SH_DYN_IMRT,67,,Y0,,PER_1000_LIVE_BIRTHS,24.3
2010,A,0,_X,A,N,SH_DYN_IMRT,68,,Y0,,PER_1000_LIVE_BIRTHS,14.5
2011,A,0,_X,A,N,SH_DYN_IMRT,68,,Y0,,PER_1000_LIVE_BIRTHS,14.2
2012,A,0,_X,A,N,SH_DYN_IMRT,68,,Y0,,PER_1000_LIVE_BIRTHS,16.5
2013,A,0,_X,A,N,SH_DYN_IMRT,68,,Y0,,PER_1000_LIVE_BIRTHS,16.5
2014,A,0,_X,A,N,SH_DYN_IMRT,68,,Y0,,PER_1000_LIVE_BIRTHS,16.6
2015,A,0,_X,A,N,SH_DYN_IMRT,68,,Y0,,PER_1000_LIVE_BIRTHS,16.3
2016,A,0,_X,A,N,SH_DYN_IMRT,68,,Y0,,PER_1000_LIVE_BIRTHS,16.0
2017,A,0,_X,A,N,SH_DYN_IMRT,68,,Y0,,PER_1000_LIVE_BIRTHS,15.8
2018,A,0,_X,A,N,SH_DYN_IMRT,68,,Y0,,PER_1000_LIVE_BIRTHS,15.7
2019,A,0,_X,A,N,SH_DYN_IMRT,68,,Y0,,PER_1000_LIVE_BIRTHS,15.4
2010,A,0,_X,A,N,SH_DYN_IMRT,70,,Y0,,PER_1000_LIVE_BIRTHS,16.2
2011,A,0,_X,A,N,SH_DYN_IMRT,70,,Y0,,PER_1000_LIVE_BIRTHS,15.9
2012,A,0,_X,A,N,SH_DYN_IMRT,70,,Y0,,PER_1000_LIVE_BIRTHS,14.8
2013,A,0,_X,A,N,SH_DYN_IMRT,70,,Y0,,PER_1000_LIVE_BIRTHS,14.8
2014,A,0,_X,A,N,SH_DYN_IMRT,70,,Y0,,PER_1000_LIVE_BIRTHS,14.3
2015,A,0,_X,A,N,SH_DYN_IMRT,70,,Y0,,PER_1000_LIVE_BIRTHS,14.0
2016,A,0,_X,A,N,SH_DYN_IMRT,70,,Y0,,PER_1000_LIVE_BIRTHS,13.8
2017,A,0,_X,A,N,SH_DYN_IMRT,70,,Y0,,PER_1000_LIVE_BIRTHS,13.6
2018,A,0,_X,A,N,SH_DYN_IMRT,70,,Y0,,PER_1000_LIVE_BIRTHS,13.5
2019,A,0,_X,A,N,SH_DYN_IMRT,70,,Y0,,PER_1000_LIVE_BIRTHS,13.3
2010,A,0,_X,A,N,SH_DYN_IMRT,72,,Y0,,PER_1000_LIVE_BIRTHS,13.0
2011,A,0,_X,A,N,SH_DYN_IMRT,72,,Y0,,PER_1000_LIVE_BIRTHS,12.3
2012,A,0,_X,A,N,SH_DYN_IMRT,72,,Y0,,PER_1000_LIVE_BIRTHS,12.5
2013,A,0,_X,A,N,SH_DYN_IMRT,72,,Y0,,PER_1000_LIVE_BIRTHS,12.4
2014,A,0,_X,A,N,SH_DYN_IMRT,72,,Y0,,PER_1000_LIVE_BIRTHS,12.0
2015,A,0,_X,A,N,SH_DYN_IMRT,72,,Y0,,PER_1000_LIVE_BIRTHS,11.8
2016,A,0,_X,A,N,SH_DYN_IMRT,72,,Y0,,PER_1000_LIVE_BIRTHS,11.6
2017,A,0,_X,A,N,SH_DYN_IMRT,72,,Y0,,PER_1000_LIVE_BIRTHS,11.4
2018,A,0,_X,A,N,SH_DYN_IMRT,72,,Y0,,PER_1000_LIVE_BIRTHS,11.3
2019,A,0,_X,A,N,SH_DYN_IMRT,72,,Y0,,PER_1000_LIVE_BIRTHS,11.1
2010,A,0,_X,A,N,SH_DYN_IMRT,74,,Y0,,PER_1000_LIVE_BIRTHS,9.0
2011,A,0,_X,A,N,SH_DYN_IMRT,74,,Y0,,PER_1000_LIVE_BIRTHS,9.5
2012,A,0,_X,A,N,SH_DYN_IMRT,74,,Y0,,PER_1000_LIVE_BIRTHS,9.4
2013,A,0,_X,A,N,SH_DYN_IMRT,74,,Y0,,PER_1000_LIVE_BIRTHS,9.4
2014,A,0,_X,A,N,SH_DYN_IMRT,74,,Y0,,PER_1000_LIVE_BIRTHS,9.1
2015,A,0,_X,A,N,SH_DYN_IMRT,74,,Y0,,PER_1000_LIVE_BIRTHS,9.0
2016,A,0,_X,A,N,SH_DYN_IMRT,74,,Y0,,PER_1000_LIVE_BIRTHS,8.8
2017,A,0,_X,A,N,SH_DYN_IMRT,74,,Y0,,PER_1000_LIVE_BIRTHS,8.7
2018,A,0,_X,A,N,SH_DYN_IMRT,74,,Y0,,PER_1000_LIVE_BIRTHS,8.6
2019,A,0,_X,A,N,SH_DYN_IMRT,74,,Y0,,PER_1000_LIVE_BIRTHS,8.5
2010,A,0,_X,A,N,SH_DYN_IMRT,75,,Y0,,PER_1000_LIVE_BIRTHS,9.0
2011,A,0,_X,A,N,SH_DYN_IMRT,75,,Y0,,PER_1000_LIVE_BIRTHS,9.2
2012,A,0,_X,A,N,SH_DYN_IMRT,75,,Y0,,PER_1000_LIVE_BIRTHS,8.1
2013,A,0,_X,A,N,SH_DYN_IMRT,75,,Y0,,PER_1000_LIVE_BIRTHS,8.1
2014,A,0,_X,A,N,SH_DYN_IMRT,75,,Y0,,PER_1000_LIVE_BIRTHS,7.8
2015,A,0,_X,A,N,SH_DYN_IMRT,75,,Y0,,PER_1000_LIVE_BIRTHS,7.7
2016,A,0,_X,A,N,SH_DYN_IMRT,75,,Y0,,PER_1000_LIVE_BIRTHS,7.5
2017,A,0,_X,A,N,SH_DYN_IMRT,75,,Y0,,PER_1000_LIVE_BIRTHS,7.4
2018,A,0,_X,A,N,SH_DYN_IMRT,75,,Y0,,PER_1000_LIVE_BIRTHS,7.4
2019,A,0,_X,A,N,SH_DYN_IMRT,75,,Y0,,PER_1000_LIVE_BIRTHS,7.2
2010,A,0,_X,A,N,SH_DYN_IMRT,77,,Y0,,PER_1000_LIVE_BIRTHS,8.9
2011,A,0,_X,A,N,SH_DYN_IMRT,77,,Y0,,PER_1000_LIVE_BIRTHS,8.5
2012,A,0,_X,A,N,SH_DYN_IMRT,77,,Y0,,PER_1000_LIVE_BIRTHS,8.7
2013,A,0,_X,A,N,SH_DYN_IMRT,77,,Y0,,PER_1000_LIVE_BIRTHS,8.6
2014,A,0,_X,A,N,SH_DYN_IMRT,77,,Y0,,PER_1000_LIVE_BIRTHS,8.3
2015,A,0,_X,A,N,SH_DYN_IMRT,77,,Y0,,PER_1000_LIVE_BIRTHS,8.1
2016,A,0,_X,A,N,SH_DYN_IMRT,77,,Y0,,PER_1000_LIVE_BIRTHS,8.0
2017,A,0,_X,A,N,SH_DYN_IMRT,77,,Y0,,PER_1000_LIVE_BIRTHS,7.9
2018,A,0,_X,A,N,SH_DYN_IMRT,77,,Y0,,PER_1000_LIVE_BIRTHS,7.8
2019,A,0,_X,A,N,SH_DYN_IMRT,77,,Y0,,PER_1000_LIVE_BIRTHS,7.7
2010,A,0,_X,A,N,SH_DYN_IMRT,79,,Y0,,PER_1000_LIVE_BIRTHS,7.7
2011,A,0,_X,A,N,SH_DYN_IMRT,79,,Y0,,PER_1000_LIVE_BIRTHS,7.7
2012,A,0,_X,A,N,SH_DYN_IMRT,79,,Y0,,PER_1000_LIVE_BIRTHS,8.1
2013,A,0,_X,A,N,SH_DYN_IMRT,79,,Y0,,PER_1000_LIVE_BIRTHS,8.1
2014,A,0,_X,A,N,SH_DYN_IMRT,79,,Y0,,PER_1000_LIVE_BIRTHS,7.9
2015,A,0,_X,A,N,SH_DYN_IMRT,79,,Y0,,PER_1000_LIVE_BIRTHS,7.7
2016,A,0,_X,A,N,SH_DYN_IMRT,79,,Y0,,PER_1000_LIVE_BIRTHS,7.6
2017,A,0,_X,A,N,SH_DYN_IMRT,79,,Y0,,PER_1000_LIVE_BIRTHS,7.5
2018,A,0,_X,A,N,SH_DYN_IMRT,79,,Y0,,PER_1000_LIVE_BIRTHS,7.4
2019,A,0,_X,A,N,SH_DYN_IMRT,79,,Y0,,PER_1000_LIVE_BIRTHS,7.3
2010,A,0,_X,A,N,SH_DYN_IMRT,80,,Y0,,PER_1000_LIVE_BIRTHS,9.8
2011,A,0,_X,A,N,SH_DYN_IMRT,80,,Y0,,PER_1000_LIVE_BIRTHS,10.2
2012,A,0,_X,A,N,SH_DYN_IMRT,80,,Y0,,PER_1000_LIVE_BIRTHS,10.0
2013,A,0,_X,A,N,SH_DYN_IMRT,80,,Y0,,PER_1000_LIVE_BIRTHS,10.0
2014,A,0,_X,A,N,SH_DYN_IMRT,80,,Y0,,PER_1000_LIVE_BIRTHS,9.7
2015,A,0,_X,A,N,SH_DYN_IMRT,80,,Y0,,PER_1000_LIVE_BIRTHS,9.5
2016,A,0,_X,A,N,SH_DYN_IMRT,80,,Y0,,PER_1000_LIVE_BIRTHS,9.4
2017,A,0,_X,A,N,SH_DYN_IMRT,80,,Y0,,PER_1000_LIVE_BIRTHS,9.2
2018,A,0,_X,A,N,SH_DYN_IMRT,80,,Y0,,PER_1000_LIVE_BIRTHS,9.2
2019,A,0,_X,A,N,SH_DYN_IMRT,80,,Y0,,PER_1000_LIVE_BIRTHS,9.0
2010,A,0,_X,A,N,SH_DYN_IMRT,82,,Y0,,PER_1000_LIVE_BIRTHS,10.6
2011,A,0,_X,A,N,SH_DYN_IMRT,82,,Y0,,PER_1000_LIVE_BIRTHS,9.6
2012,A,0,_X,A,N,SH_DYN_IMRT,82,,Y0,,PER_1000_LIVE_BIRTHS,9.5
2013,A,0,_X,A,N,SH_DYN_IMRT,82,,Y0,,PER_1000_LIVE_BIRTHS,9.6
2014,A,0,_X,A,N,SH_DYN_IMRT,82,,Y0,,PER_1000_LIVE_BIRTHS,9.3
2015,A,0,_X,A,N,SH_DYN_IMRT,82,,Y0,,PER_1000_LIVE_BIRTHS,9.1
2016,A,0,_X,A,N,SH_DYN_IMRT,82,,Y0,,PER_1000_LIVE_BIRTHS,9.0
2017,A,0,_X,A,N,SH_DYN_IMRT,82,,Y0,,PER_1000_LIVE_BIRTHS,8.8
2018,A,0,_X,A,N,SH_DYN_IMRT,82,,Y0,,PER_1000_LIVE_BIRTHS,8.8
2019,A,0,_X,A,N,SH_DYN_IMRT,82,,Y0,,PER_1000_LIVE_BIRTHS,8.6
2010,A,0,_X,A,N,SH_DYN_IMRT,83,,Y0,,PER_1000_LIVE_BIRTHS,11.5
2011,A,0,_X,A,N,SH_DYN_IMRT,83,,Y0,,PER_1000_LIVE_BIRTHS,10.4
2012,A,0,_X,A,N,SH_DYN_IMRT,83,,Y0,,PER_1000_LIVE_BIRTHS,10.3
2013,A,0,_X,A,N,SH_DYN_IMRT,83,,Y0,,PER_1000_LIVE_BIRTHS,10.3
2014,A,0,_X,A,N,SH_DYN_IMRT,83,,Y0,,PER_1000_LIVE_BIRTHS,10.0
2015,A,0,_X,A,N,SH_DYN_IMRT,83,,Y0,,PER_1000_LIVE_BIRTHS,9.8
2016,A,0,_X,A,N,SH_DYN_IMRT,83,,Y0,,PER_1000_LIVE_BIRTHS,9.6
2017,A,0,_X,A,N,SH_DYN_IMRT,83,,Y0,,PER_1000_LIVE_BIRTHS,9.5
2018,A,0,_X,A,N,SH_DYN_IMRT,83,,Y0,,PER_1000_LIVE_BIRTHS,9.4
2019,A,0,_X,A,N,SH_DYN_IMRT,83,,Y0,,PER_1000_LIVE_BIRTHS,9.2
2010,A,0,_X,A,N,SH_DYN_IMRT,84,,Y0,,PER_1000_LIVE_BIRTHS,15.0
2011,A,0,_X,A,N,SH_DYN_IMRT,84,,Y0,,PER_1000_LIVE_BIRTHS,13.9
2012,A,0,_X,A,N,SH_DYN_IMRT,84,,Y0,,PER_1000_LIVE_BIRTHS,12.9
2013,A,0,_X,A,N,SH_DYN_IMRT,84,,Y0,,PER_1000_LIVE_BIRTHS,12.9
2014,A,0,_X,A,N,SH_DYN_IMRT,84,,Y0,,PER_1000_LIVE_BIRTHS,12.5
2015,A,0,_X,A,N,SH_DYN_IMRT,84,,Y0,,PER_1000_LIVE_BIRTHS,12.3
2016,A,0,_X,A,N,SH_DYN_IMRT,84,,Y0,,PER_1000_LIVE_BIRTHS,12.1
2017,A,0,_X,A,N,SH_DYN_IMRT,84,,Y0,,PER_1000_LIVE_BIRTHS,11.9
2018,A,0,_X,A,N,SH_DYN_IMRT,84,,Y0,,PER_1000_LIVE_BIRTHS,11.8
2019,A,0,_X,A,N,SH_DYN_IMRT,84,,Y0,,PER_1000_LIVE_BIRTHS,11.6
2010,A,0,_X,A,N,SH_DYN_IMRT,86,,Y0,,PER_1000_LIVE_BIRTHS,11.5
2011,A,0,_X,A,N,SH_DYN_IMRT,86,,Y0,,PER_1000_LIVE_BIRTHS,11.1
2012,A,0,_X,A,N,SH_DYN_IMRT,86,,Y0,,PER_1000_LIVE_BIRTHS,10.9
2013,A,0,_X,A,N,SH_DYN_IMRT,86,,Y0,,PER_1000_LIVE_BIRTHS,10.6
2014,A,0,_X,A,N,SH_DYN_IMRT,86,,Y0,,PER_1000_LIVE_BIRTHS,10.3
2015,A,0,_X,A,N,SH_DYN_IMRT,86,,Y0,,PER_1000_LIVE_BIRTHS,10.1
2016,A,0,_X,A,N,SH_DYN_IMRT,86,,Y0,,PER_1000_LIVE_BIRTHS,9.9
2017,A,0,_X,A,N,SH_DYN_IMRT,86,,Y0,,PER_1000_LIVE_BIRTHS,9.8
2018,A,0,_X,A,N,SH_DYN_IMRT,86,,Y0,,PER_1000_LIVE_BIRTHS,9.7
2019,A,0,_X,A,N,SH_DYN_IMRT,86,,Y0,,PER_1000_LIVE_BIRTHS,9.6
2010,A,0,_X,A,N,SH_DYN_IMRT,87,,Y0,,PER_1000_LIVE_BIRTHS,14.0
2011,A,0,_X,A,N,SH_DYN_IMRT,87,,Y0,,PER_1000_LIVE_BIRTHS,12.7
2012,A,0,_X,A,N,SH_DYN_IMRT,87,,Y0,,PER_1000_LIVE_BIRTHS,12.5
2013,A,0,_X,A,N,SH_DYN_IMRT,87,,Y0,,PER_1000_LIVE_BIRTHS,12.5
2014,A,0,_X,A,N,SH_DYN_IMRT,87,,Y0,,PER_1000_LIVE_BIRTHS,12.1
2015,A,0,_X,A,N,SH_DYN_IMRT,87,,Y0,,PER_1000_LIVE_BIRTHS,11.9
2016,A,0,_X,A,N,SH_DYN_IMRT,87,,Y0,,PER_1000_LIVE_BIRTHS,11.7
2017,A,0,_X,A,N,SH_DYN_IMRT,87,,Y0,,PER_1000_LIVE_BIRTHS,11.5
2018,A,0,_X,A,N,SH_DYN_IMRT,87,,Y0,,PER_1000_LIVE_BIRTHS,11.4
2019,A,0,_X,A,N,SH_DYN_IMRT,87,,Y0,,PER_1000_LIVE_BIRTHS,11.2
2010,A,0,_X,A,N,SH_DYN_IMRT,89,,Y0,,PER_1000_LIVE_BIRTHS,15.8
2011,A,0,_X,A,N,SH_DYN_IMRT,89,,Y0,,PER_1000_LIVE_BIRTHS,14.2
2012,A,0,_X,A,N,SH_DYN_IMRT,89,,Y0,,PER_1000_LIVE_BIRTHS,15.2
2013,A,0,_X,A,N,SH_DYN_IMRT,89,,Y0,,PER_1000_LIVE_BIRTHS,15.1
2014,A,0,_X,A,N,SH_DYN_IMRT,89,,Y0,,PER_1000_LIVE_BIRTHS,14.6
2015,A,0,_X,A,N,SH_DYN_IMRT,89,,Y0,,PER_1000_LIVE_BIRTHS,14.4
2016,A,0,_X,A,N,SH_DYN_IMRT,89,,Y0,,PER_1000_LIVE_BIRTHS,14.1
2017,A,0,_X,A,N,SH_DYN_IMRT,89,,Y0,,PER_1000_LIVE_BIRTHS,13.9
2018,A,0,_X,A,N,SH_DYN_IMRT,89,,Y0,,PER_1000_LIVE_BIRTHS,13.8
2019,A,0,_X,A,N,SH_DYN_IMRT,89,,Y0,,PER_1000_LIVE_BIRTHS,13.6
2010,A,0,_X,A,N,SH_DYN_IMRT,91,,Y0,,PER_1000_LIVE_BIRTHS,13.6
2011,A,0,_X,A,N,SH_DYN_IMRT,91,,Y0,,PER_1000_LIVE_BIRTHS,13.1
2012,A,0,_X,A,N,SH_DYN_IMRT,91,,Y0,,PER_1000_LIVE_BIRTHS,12.9
2013,A,0,_X,A,N,SH_DYN_IMRT,91,,Y0,,PER_1000_LIVE_BIRTHS,13.0
2014,A,0,_X,A,N,SH_DYN_IMRT,91,,Y0,,PER_1000_LIVE_BIRTHS,12.6
2015,A,0,_X,A,N,SH_DYN_IMRT,91,,Y0,,PER_1000_LIVE_BIRTHS,12.6
2016,A,0,_X,A,N,SH_DYN_IMRT,91,,Y0,,PER_1000_LIVE_BIRTHS,12.3
2017,A,0,_X,A,N,SH_DYN_IMRT,91,,Y0,,PER_1000_LIVE_BIRTHS,12.1
2018,A,0,_X,A,N,SH_DYN_IMRT,91,,Y0,,PER_1000_LIVE_BIRTHS,12.1
2019,A,0,_X,A,N,SH_DYN_IMRT,91,,Y0,,PER_1000_LIVE_BIRTHS,11.9
2010,A,0,_X,A,N,SH_DYN_IMRT,92,,Y0,,PER_1000_LIVE_BIRTHS,9.0
2011,A,0,_X,A,N,SH_DYN_IMRT,92,,Y0,,PER_1000_LIVE_BIRTHS,9.2
2012,A,0,_X,A,N,SH_DYN_IMRT,92,,Y0,,PER_1000_LIVE_BIRTHS,9.9
2013,A,0,_X,A,N,SH_DYN_IMRT,92,,Y0,,PER_1000_LIVE_BIRTHS,9.8
2014,A,0,_X,A,N,SH_DYN_IMRT,92,,Y0,,PER_1000_LIVE_BIRTHS,9.5
2015,A,0,_X,A,N,SH_DYN_IMRT,92,,Y0,,PER_1000_LIVE_BIRTHS,9.3
2016,A,0,_X,A,N,SH_DYN_IMRT,92,,Y0,,PER_1000_LIVE_BIRTHS,9.1
2017,A,0,_X,A,N,SH_DYN_IMRT,92,,Y0,,PER_1000_LIVE_BIRTHS,9.0
2018,A,0,_X,A,N,SH_DYN_IMRT,92,,Y0,,PER_1000_LIVE_BIRTHS,8.9
2019,A,0,_X,A,N,SH_DYN_IMRT,92,,Y0,,PER_1000_LIVE_BIRTHS,8.8
2010,A,0,_X,A,N,SH_DYN_IMRT,93,,Y0,,PER_1000_LIVE_BIRTHS,10.6
2011,A,0,_X,A,N,SH_DYN_IMRT,93,,Y0,,PER_1000_LIVE_BIRTHS,10.7
2012,A,0,_X,A,N,SH_DYN_IMRT,93,,Y0,,PER_1000_LIVE_BIRTHS,10.6
2013,A,0,_X,A,N,SH_DYN_IMRT,93,,Y0,,PER_1000_LIVE_BIRTHS,10.6
2014,A,0,_X,A,N,SH_DYN_IMRT,93,,Y0,,PER_1000_LIVE_BIRTHS,10.2
2015,A,0,_X,A,N,SH_DYN_IMRT,93,,Y0,,PER_1000_LIVE_BIRTHS,10.1
2016,A,0,_X,A,N,SH_DYN_IMRT,93,,Y0,,PER_1000_LIVE_BIRTHS,9.9
2017,A,0,_X,A,N,SH_DYN_IMRT,93,,Y0,,PER_1000_LIVE_BIRTHS,9.7
2018,A,0,_X,A,N,SH_DYN_IMRT,93,,Y0,,PER_1000_LIVE_BIRTHS,9.7
2019,A,0,_X,A,N,SH_DYN_IMRT,93,,Y0,,PER_1000_LIVE_BIRTHS,9.5
2010,A,0,_X,A,N,SH_DYN_IMRT,94,,Y0,,PER_1000_LIVE_BIRTHS,15.0
2011,A,0,_X,A,N,SH_DYN_IMRT,94,,Y0,,PER_1000_LIVE_BIRTHS,14.3
2012,A,0,_X,A,N,SH_DYN_IMRT,94,,Y0,,PER_1000_LIVE_BIRTHS,13.9
2013,A,0,_X,A,N,SH_DYN_IMRT,94,,Y0,,PER_1000_LIVE_BIRTHS,13.8
2014,A,0,_X,A,N,SH_DYN_IMRT,94,,Y0,,PER_1000_LIVE_BIRTHS,13.3
2015,A,0,_X,A,N,SH_DYN_IMRT,94,,Y0,,PER_1000_LIVE_BIRTHS,13.1
2016,A,0,_X,A,N,SH_DYN_IMRT,94,,Y0,,PER_1000_LIVE_BIRTHS,12.9
2017,A,0,_X,A,N,SH_DYN_IMRT,94,,Y0,,PER_1000_LIVE_BIRTHS,12.7
2018,A,0,_X,A,N,SH_DYN_IMRT,94,,Y0,,PER_1000_LIVE_BIRTHS,12.6
2019,A,0,_X,A,N,SH_DYN_IMRT,94,,Y0,,PER_1000_LIVE_BIRTHS,12.4
2010,A,0,_X,A,N,SH_DYN_IMRT,95,,Y0,,PER_1000_LIVE_BIRTHS,12.8
2011,A,0,_X,A,N,SH_DYN_IMRT,95,,Y0,,PER_1000_LIVE_BIRTHS,13.1
2012,A,0,_X,A,N,SH_DYN_IMRT,95,,Y0,,PER_1000_LIVE_BIRTHS,12.9
2013,A,0,_X,A,N,SH_DYN_IMRT,95,,Y0,,PER_1000_LIVE_BIRTHS,12.7
2014,A,0,_X,A,N,SH_DYN_IMRT,95,,Y0,,PER_1000_LIVE_BIRTHS,12.3
2015,A,0,_X,A,N,SH_DYN_IMRT,95,,Y0,,PER_1000_LIVE_BIRTHS,12.1
2016,A,0,_X,A,N,SH_DYN_IMRT,95,,Y0,,PER_1000_LIVE_BIRTHS,11.9
2017,A,0,_X,A,N,SH_DYN_IMRT,95,,Y0,,PER_1000_LIVE_BIRTHS,11.7
2018,A,0,_X,A,N,SH_DYN_IMRT,95,,Y0,,PER_1000_LIVE_BIRTHS,11.7
2019,A,0,_X,A,N,SH_DYN_IMRT,95,,Y0,,PER_1000_LIVE_BIRTHS,11.5
2010,A,0,_X,A,N,SH_DYN_IMRT,96,,Y0,,PER_1000_LIVE_BIRTHS,14.0
2011,A,0,_X,A,N,SH_DYN_IMRT,96,,Y0,,PER_1000_LIVE_BIRTHS,12.9
2012,A,0,_X,A,N,SH_DYN_IMRT,96,,Y0,,PER_1000_LIVE_BIRTHS,11.9
2013,A,0,_X,A,N,SH_DYN_IMRT,96,,Y0,,PER_1000_LIVE_BIRTHS,11.9
2014,A,0,_X,A,N,SH_DYN_IMRT,96,,Y0,,PER_1000_LIVE_BIRTHS,11.5
2015,A,0,_X,A,N,SH_DYN_IMRT,96,,Y0,,PER_1000_LIVE_BIRTHS,11.3
2016,A,0,_X,A,N,SH_DYN_IMRT,96,,Y0,,PER_1000_LIVE_BIRTHS,11.1
2017,A,0,_X,A,N,SH_DYN_IMRT,96,,Y0,,PER_1000_LIVE_BIRTHS,10.9
