Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,Value
2018,A,0,_X,A,N,SH_DYN_IMRT,VN,F,Y0,,PER_1000_LIVE_BIRTHS,12.2
2019,A,0,_X,A,N,SH_DYN_IMRT,VN,F,Y0,,PER_1000_LIVE_BIRTHS,12.0
2010,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,U,PER_1000_LIVE_BIRTHS,9.2
2011,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,U,PER_1000_LIVE_BIRTHS,8.5
2012,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,U,PER_1000_LIVE_BIRTHS,8.9
2013,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,U,PER_1000_LIVE_BIRTHS,8.9
2014,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,U,PER_1000_LIVE_BIRTHS,8.7
2015,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,U,PER_1000_LIVE_BIRTHS,8.6
2016,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,U,PER_1000_LIVE_BIRTHS,8.5
2017,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,U,PER_1000_LIVE_BIRTHS,8.4
2018,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,U,PER_1000_LIVE_BIRTHS,8.3
2019,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,U,PER_1000_LIVE_BIRTHS,8.2
2010,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,R,PER_1000_LIVE_BIRTHS,18.2
2011,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,R,PER_1000_LIVE_BIRTHS,18.1
2012,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,R,PER_1000_LIVE_BIRTHS,18.3
2013,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,R,PER_1000_LIVE_BIRTHS,18.3
2014,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,R,PER_1000_LIVE_BIRTHS,17.8
2015,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,R,PER_1000_LIVE_BIRTHS,17.6
2016,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,R,PER_1000_LIVE_BIRTHS,17.5
2017,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,R,PER_1000_LIVE_BIRTHS,17.3
2018,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,R,PER_1000_LIVE_BIRTHS,17.1
2019,A,0,_X,A,N,SH_DYN_IMRT,VN,,Y0,R,PER_1000_LIVE_BIRTHS,16.7
2010,A,0,_X,A,N,SH_DYN_IMRT,VN_01,,Y0,,PER_1000_LIVE_BIRTHS,12.3
2011,A,0,_X,A,N,SH_DYN_IMRT,VN_01,,Y0,,PER_1000_LIVE_BIRTHS,12.5
2012,A,0,_X,A,N,SH_DYN_IMRT,VN_01,,Y0,,PER_1000_LIVE_BIRTHS,12.3
2013,A,0,_X,A,N,SH_DYN_IMRT,VN_01,,Y0,,PER_1000_LIVE_BIRTHS,12.2
2014,A,0,_X,A,N,SH_DYN_IMRT,VN_01,,Y0,,PER_1000_LIVE_BIRTHS,11.8
2015,A,0,_X,A,N,SH_DYN_IMRT,VN_01,,Y0,,PER_1000_LIVE_BIRTHS,11.7
2016,A,0,_X,A,N,SH_DYN_IMRT,VN_01,,Y0,,PER_1000_LIVE_BIRTHS,11.5
2017,A,0,_X,A,N,SH_DYN_IMRT,VN_01,,Y0,,PER_1000_LIVE_BIRTHS,11.3
2018,A,0,_X,A,N,SH_DYN_IMRT,VN_01,,Y0,,PER_1000_LIVE_BIRTHS,11.2
2019,A,0,_X,A,N,SH_DYN_IMRT,VN_01,,Y0,,PER_1000_LIVE_BIRTHS,11.0
2010,A,0,_X,A,N,SH_DYN_IMRT,VN_02,,Y0,,PER_1000_LIVE_BIRTHS,24.3
2011,A,0,_X,A,N,SH_DYN_IMRT,VN_02,,Y0,,PER_1000_LIVE_BIRTHS,23.0
2012,A,0,_X,A,N,SH_DYN_IMRT,VN_02,,Y0,,PER_1000_LIVE_BIRTHS,23.5
2013,A,0,_X,A,N,SH_DYN_IMRT,VN_02,,Y0,,PER_1000_LIVE_BIRTHS,23.2
2014,A,0,_X,A,N,SH_DYN_IMRT,VN_02,,Y0,,PER_1000_LIVE_BIRTHS,22.4
2015,A,0,_X,A,N,SH_DYN_IMRT,VN_02,,Y0,,PER_1000_LIVE_BIRTHS,22.0
2016,A,0,_X,A,N,SH_DYN_IMRT,VN_02,,Y0,,PER_1000_LIVE_BIRTHS,21.5
2017,A,0,_X,A,N,SH_DYN_IMRT,VN_02,,Y0,,PER_1000_LIVE_BIRTHS,21.4
2018,A,0,_X,A,N,SH_DYN_IMRT,VN_02,,Y0,,PER_1000_LIVE_BIRTHS,21.4
2019,A,0,_X,A,N,SH_DYN_IMRT,VN_02,,Y0,,PER_1000_LIVE_BIRTHS,20.8
2010,A,0,_X,A,N,SH_DYN_IMRT,VN_03,,Y0,,PER_1000_LIVE_BIRTHS,17.1
2011,A,0,_X,A,N,SH_DYN_IMRT,VN_03,,Y0,,PER_1000_LIVE_BIRTHS,17.1
2012,A,0,_X,A,N,SH_DYN_IMRT,VN_03,,Y0,,PER_1000_LIVE_BIRTHS,17.1
2013,A,0,_X,A,N,SH_DYN_IMRT,VN_03,,Y0,,PER_1000_LIVE_BIRTHS,17.0
2014,A,0,_X,A,N,SH_DYN_IMRT,VN_03,,Y0,,PER_1000_LIVE_BIRTHS,16.6
2015,A,0,_X,A,N,SH_DYN_IMRT,VN_03,,Y0,,PER_1000_LIVE_BIRTHS,16.3
2016,A,0,_X,A,N,SH_DYN_IMRT,VN_03,,Y0,,PER_1000_LIVE_BIRTHS,16.0
2017,A,0,_X,A,N,SH_DYN_IMRT,VN_03,,Y0,,PER_1000_LIVE_BIRTHS,15.9
2018,A,0,_X,A,N,SH_DYN_IMRT,VN_03,,Y0,,PER_1000_LIVE_BIRTHS,15.8
2019,A,0,_X,A,N,SH_DYN_IMRT,VN_03,,Y0,,PER_1000_LIVE_BIRTHS,15.4
2010,A,0,_X,A,N,SH_DYN_IMRT,VN_04,,Y0,,PER_1000_LIVE_BIRTHS,26.8
2011,A,0,_X,A,N,SH_DYN_IMRT,VN_04,,Y0,,PER_1000_LIVE_BIRTHS,24.3
2012,A,0,_X,A,N,SH_DYN_IMRT,VN_04,,Y0,,PER_1000_LIVE_BIRTHS,26.4
2013,A,0,_X,A,N,SH_DYN_IMRT,VN_04,,Y0,,PER_1000_LIVE_BIRTHS,26.1
2014,A,0,_X,A,N,SH_DYN_IMRT,VN_04,,Y0,,PER_1000_LIVE_BIRTHS,25.9
2015,A,0,_X,A,N,SH_DYN_IMRT,VN_04,,Y0,,PER_1000_LIVE_BIRTHS,24.8
2016,A,0,_X,A,N,SH_DYN_IMRT,VN_04,,Y0,,PER_1000_LIVE_BIRTHS,24.0
2017,A,0,_X,A,N,SH_DYN_IMRT,VN_04,,Y0,,PER_1000_LIVE_BIRTHS,23.7
2018,A,0,_X,A,N,SH_DYN_IMRT,VN_04,,Y0,,PER_1000_LIVE_BIRTHS,23.6
2019,A,0,_X,A,N,SH_DYN_IMRT,VN_04,,Y0,,PER_1000_LIVE_BIRTHS,23.4
2010,A,0,_X,A,N,SH_DYN_IMRT,VN_05,,Y0,,PER_1000_LIVE_BIRTHS,9.6
2011,A,0,_X,A,N,SH_DYN_IMRT,VN_05,,Y0,,PER_1000_LIVE_BIRTHS,9.3
2012,A,0,_X,A,N,SH_DYN_IMRT,VN_05,,Y0,,PER_1000_LIVE_BIRTHS,9.2
2013,A,0,_X,A,N,SH_DYN_IMRT,VN_05,,Y0,,PER_1000_LIVE_BIRTHS,9.1
2014,A,0,_X,A,N,SH_DYN_IMRT,VN_05,,Y0,,PER_1000_LIVE_BIRTHS,8.8
2015,A,0,_X,A,N,SH_DYN_IMRT,VN_05,,Y0,,PER_1000_LIVE_BIRTHS,8.6
2016,A,0,_X,A,N,SH_DYN_IMRT,VN_05,,Y0,,PER_1000_LIVE_BIRTHS,8.5
2017,A,0,_X,A,N,SH_DYN_IMRT,VN_05,,Y0,,PER_1000_LIVE_BIRTHS,8.4
2018,A,0,_X,A,N,SH_DYN_IMRT,VN_05,,Y0,,PER_1000_LIVE_BIRTHS,8.2
2019,A,0,_X,A,N,SH_DYN_IMRT,VN_05,,Y0,,PER_1000_LIVE_BIRTHS,8.1
2010,A,0,_X,A,N,SH_DYN_IMRT,VN_06,,Y0,,PER_1000_LIVE_BIRTHS,12.6
2011,A,0,_X,A,N,SH_DYN_IMRT,VN_06,,Y0,,PER_1000_LIVE_BIRTHS,12.2
2012,A,0,_X,A,N,SH_DYN_IMRT,VN_06,,Y0,,PER_1000_LIVE_BIRTHS,12.0
2013,A,0,_X,A,N,SH_DYN_IMRT,VN_06,,Y0,,PER_1000_LIVE_BIRTHS,12.0
2014,A,0,_X,A,N,SH_DYN_IMRT,VN_06,,Y0,,PER_1000_LIVE_BIRTHS,11.6
2015,A,0,_X,A,N,SH_DYN_IMRT,VN_06,,Y0,,PER_1000_LIVE_BIRTHS,11.4
2016,A,0,_X,A,N,SH_DYN_IMRT,VN_06,,Y0,,PER_1000_LIVE_BIRTHS,11.2
2017,A,0,_X,A,N,SH_DYN_IMRT,VN_06,,Y0,,PER_1000_LIVE_BIRTHS,11.0
2018,A,0,_X,A,N,SH_DYN_IMRT,VN_06,,Y0,,PER_1000_LIVE_BIRTHS,10.9
2019,A,0,_X,A,N,SH_DYN_IMRT,VN_06,,Y0,,PER_1000_LIVE_BIRTHS,10.7
2010,A,0,_X,A,N,SH_DYN_IMRT,01,,Y0,,PER_1000_LIVE_BIRTHS,10.4
2011,A,0,_X,A,N,SH_DYN_IMRT,01,,Y0,,PER_1000_LIVE_BIRTHS,10.8
2012,A,0,_X,A,N,SH_DYN_IMRT,01,,Y0,,PER_1000_LIVE_BIRTHS,10.5
2013,A,0,_X,A,N,SH_DYN_IMRT,01,,Y0,,PER_1000_LIVE_BIRTHS,10.5
2014,A,0,_X,A,N,SH_DYN_IMRT,01,,Y0,,PER_1000_LIVE_BIRTHS,10.2
2015,A,0,_X,A,N,SH_DYN_IMRT,01,,Y0,,PER_1000_LIVE_BIRTHS,10.2
2016,A,0,_X,A,N,SH_DYN_IMRT,01,,Y0,,PER_1000_LIVE_BIRTHS,10.0
2017,A,0,_X,A,N,SH_DYN_IMRT,01,,Y0,,PER_1000_LIVE_BIRTHS,9.8
2018,A,0,_X,A,N,SH_DYN_IMRT,01,,Y0,,PER_1000_LIVE_BIRTHS,9.8
2019,A,0,_X,A,N,SH_DYN_IMRT,01,,Y0,,PER_1000_LIVE_BIRTHS,9.6
2010,A,0,_X,A,N,SH_DYN_IMRT,26,,Y0,,PER_1000_LIVE_BIRTHS,12.6
2011,A,0,_X,A,N,SH_DYN_IMRT,26,,Y0,,PER_1000_LIVE_BIRTHS,13.1
2012,A,0,_X,A,N,SH_DYN_IMRT,26,,Y0,,PER_1000_LIVE_BIRTHS,13.7
2013,A,0,_X,A,N,SH_DYN_IMRT,26,,Y0,,PER_1000_LIVE_BIRTHS,13.6
2014,A,0,_X,A,N,SH_DYN_IMRT,26,,Y0,,PER_1000_LIVE_BIRTHS,13.1
2015,A,0,_X,A,N,SH_DYN_IMRT,26,,Y0,,PER_1000_LIVE_BIRTHS,12.9
2016,A,0,_X,A,N,SH_DYN_IMRT,26,,Y0,,PER_1000_LIVE_BIRTHS,12.7
2017,A,0,_X,A,N,SH_DYN_IMRT,26,,Y0,,PER_1000_LIVE_BIRTHS,12.5
2018,A,0,_X,A,N,SH_DYN_IMRT,26,,Y0,,PER_1000_LIVE_BIRTHS,12.4
2019,A,0,_X,A,N,SH_DYN_IMRT,26,,Y0,,PER_1000_LIVE_BIRTHS,12.2
2010,A,0,_X,A,N,SH_DYN_IMRT,27,,Y0,,PER_1000_LIVE_BIRTHS,12.9
2011,A,0,_X,A,N,SH_DYN_IMRT,27,,Y0,,PER_1000_LIVE_BIRTHS,13.4
2012,A,0,_X,A,N,SH_DYN_IMRT,27,,Y0,,PER_1000_LIVE_BIRTHS,13.7
2013,A,0,_X,A,N,SH_DYN_IMRT,27,,Y0,,PER_1000_LIVE_BIRTHS,13.5
2014,A,0,_X,A,N,SH_DYN_IMRT,27,,Y0,,PER_1000_LIVE_BIRTHS,13.1
2015,A,0,_X,A,N,SH_DYN_IMRT,27,,Y0,,PER_1000_LIVE_BIRTHS,12.8
2016,A,0,_X,A,N,SH_DYN_IMRT,27,,Y0,,PER_1000_LIVE_BIRTHS,12.6
2017,A,0,_X,A,N,SH_DYN_IMRT,27,,Y0,,PER_1000_LIVE_BIRTHS,12.4
2018,A,0,_X,A,N,SH_DYN_IMRT,27,,Y0,,PER_1000_LIVE_BIRTHS,12.3
2019,A,0,_X,A,N,SH_DYN_IMRT,27,,Y0,,PER_1000_LIVE_BIRTHS,12.2
2010,A,0,_X,A,N,SH_DYN_IMRT,22,,Y0,,PER_1000_LIVE_BIRTHS,15.8
2011,A,0,_X,A,N,SH_DYN_IMRT,22,,Y0,,PER_1000_LIVE_BIRTHS,16.4
2012,A,0,_X,A,N,SH_DYN_IMRT,22,,Y0,,PER_1000_LIVE_BIRTHS,16.0
2013,A,0,_X,A,N,SH_DYN_IMRT,22,,Y0,,PER_1000_LIVE_BIRTHS,15.9
2014,A,0,_X,A,N,SH_DYN_IMRT,22,,Y0,,PER_1000_LIVE_BIRTHS,15.3
2015,A,0,_X,A,N,SH_DYN_IMRT,22,,Y0,,PER_1000_LIVE_BIRTHS,15.1
2016,A,0,_X,A,N,SH_DYN_IMRT,22,,Y0,,PER_1000_LIVE_BIRTHS,14.8
2017,A,0,_X,A,N,SH_DYN_IMRT,22,,Y0,,PER_1000_LIVE_BIRTHS,14.6
2018,A,0,_X,A,N,SH_DYN_IMRT,22,,Y0,,PER_1000_LIVE_BIRTHS,14.5
2019,A,0,_X,A,N,SH_DYN_IMRT,22,,Y0,,PER_1000_LIVE_BIRTHS,14.3
2010,A,0,_X,A,N,SH_DYN_IMRT,30,,Y0,,PER_1000_LIVE_BIRTHS,12.2
2011,A,0,_X,A,N,SH_DYN_IMRT,30,,Y0,,PER_1000_LIVE_BIRTHS,12.7
2012,A,0,_X,A,N,SH_DYN_IMRT,30,,Y0,,PER_1000_LIVE_BIRTHS,12.3
2013,A,0,_X,A,N,SH_DYN_IMRT,30,,Y0,,PER_1000_LIVE_BIRTHS,12.3
2014,A,0,_X,A,N,SH_DYN_IMRT,30,,Y0,,PER_1000_LIVE_BIRTHS,11.9
2015,A,0,_X,A,N,SH_DYN_IMRT,30,,Y0,,PER_1000_LIVE_BIRTHS,11.7
2016,A,0,_X,A,N,SH_DYN_IMRT,30,,Y0,,PER_1000_LIVE_BIRTHS,11.5
2017,A,0,_X,A,N,SH_DYN_IMRT,30,,Y0,,PER_1000_LIVE_BIRTHS,11.3
2018,A,0,_X,A,N,SH_DYN_IMRT,30,,Y0,,PER_1000_LIVE_BIRTHS,11.3
2019,A,0,_X,A,N,SH_DYN_IMRT,30,,Y0,,PER_1000_LIVE_BIRTHS,11.1
2010,A,0,_X,A,N,SH_DYN_IMRT,31,,Y0,,PER_1000_LIVE_BIRTHS,11.5
2011,A,0,_X,A,N,SH_DYN_IMRT,31,,Y0,,PER_1000_LIVE_BIRTHS,12.3
2012,A,0,_X,A,N,SH_DYN_IMRT,31,,Y0,,PER_1000_LIVE_BIRTHS,12.7
2013,A,0,_X,A,N,SH_DYN_IMRT,31,,Y0,,PER_1000_LIVE_BIRTHS,12.6
2014,A,0,_X,A,N,SH_DYN_IMRT,31,,Y0,,PER_1000_LIVE_BIRTHS,12.2
2015,A,0,_X,A,N,SH_DYN_IMRT,31,,Y0,,PER_1000_LIVE_BIRTHS,12.0
2016,A,0,_X,A,N,SH_DYN_IMRT,31,,Y0,,PER_1000_LIVE_BIRTHS,11.8
2017,A,0,_X,A,N,SH_DYN_IMRT,31,,Y0,,PER_1000_LIVE_BIRTHS,11.6
2018,A,0,_X,A,N,SH_DYN_IMRT,31,,Y0,,PER_1000_LIVE_BIRTHS,11.5
2019,A,0,_X,A,N,SH_DYN_IMRT,31,,Y0,,PER_1000_LIVE_BIRTHS,11.4
2010,A,0,_X,A,N,SH_DYN_IMRT,33,,Y0,,PER_1000_LIVE_BIRTHS,12.9
2011,A,0,_X,A,N,SH_DYN_IMRT,33,,Y0,,PER_1000_LIVE_BIRTHS,13.4
2012,A,0,_X,A,N,SH_DYN_IMRT,33,,Y0,,PER_1000_LIVE_BIRTHS,13.0
2013,A,0,_X,A,N,SH_DYN_IMRT,33,,Y0,,PER_1000_LIVE_BIRTHS,12.9
2014,A,0,_X,A,N,SH_DYN_IMRT,33,,Y0,,PER_1000_LIVE_BIRTHS,12.4
2015,A,0,_X,A,N,SH_DYN_IMRT,33,,Y0,,PER_1000_LIVE_BIRTHS,12.2
2016,A,0,_X,A,N,SH_DYN_IMRT,33,,Y0,,PER_1000_LIVE_BIRTHS,12.0
2017,A,0,_X,A,N,SH_DYN_IMRT,33,,Y0,,PER_1000_LIVE_BIRTHS,11.8
2018,A,0,_X,A,N,SH_DYN_IMRT,33,,Y0,,PER_1000_LIVE_BIRTHS,11.8
2019,A,0,_X,A,N,SH_DYN_IMRT,33,,Y0,,PER_1000_LIVE_BIRTHS,11.6
2010,A,0,_X,A,N,SH_DYN_IMRT,34,,Y0,,PER_1000_LIVE_BIRTHS,11.5
2011,A,0,_X,A,N,SH_DYN_IMRT,34,,Y0,,PER_1000_LIVE_BIRTHS,12.2
2012,A,0,_X,A,N,SH_DYN_IMRT,34,,Y0,,PER_1000_LIVE_BIRTHS,11.0
2013,A,0,_X,A,N,SH_DYN_IMRT,34,,Y0,,PER_1000_LIVE_BIRTHS,10.8
2014,A,0,_X,A,N,SH_DYN_IMRT,34,,Y0,,PER_1000_LIVE_BIRTHS,10.4
2015,A,0,_X,A,N,SH_DYN_IMRT,34,,Y0,,PER_1000_LIVE_BIRTHS,10.3
2016,A,0,_X,A,N,SH_DYN_IMRT,34,,Y0,,PER_1000_LIVE_BIRTHS,10.1
2017,A,0,_X,A,N,SH_DYN_IMRT,34,,Y0,,PER_1000_LIVE_BIRTHS,9.9
2018,A,0,_X,A,N,SH_DYN_IMRT,34,,Y0,,PER_1000_LIVE_BIRTHS,9.9
2019,A,0,_X,A,N,SH_DYN_IMRT,34,,Y0,,PER_1000_LIVE_BIRTHS,9.7
2010,A,0,_X,A,N,SH_DYN_IMRT,35,,Y0,,PER_1000_LIVE_BIRTHS,15.7
2011,A,0,_X,A,N,SH_DYN_IMRT,35,,Y0,,PER_1000_LIVE_BIRTHS,15.0
2012,A,0,_X,A,N,SH_DYN_IMRT,35,,Y0,,PER_1000_LIVE_BIRTHS,12.6
2013,A,0,_X,A,N,SH_DYN_IMRT,35,,Y0,,PER_1000_LIVE_BIRTHS,12.6
2014,A,0,_X,A,N,SH_DYN_IMRT,35,,Y0,,PER_1000_LIVE_BIRTHS,12.2
2015,A,0,_X,A,N,SH_DYN_IMRT,35,,Y0,,PER_1000_LIVE_BIRTHS,12.0
2016,A,0,_X,A,N,SH_DYN_IMRT,35,,Y0,,PER_1000_LIVE_BIRTHS,11.8
2017,A,0,_X,A,N,SH_DYN_IMRT,35,,Y0,,PER_1000_LIVE_BIRTHS,11.6
2018,A,0,_X,A,N,SH_DYN_IMRT,35,,Y0,,PER_1000_LIVE_BIRTHS,11.6
2019,A,0,_X,A,N,SH_DYN_IMRT,35,,Y0,,PER_1000_LIVE_BIRTHS,11.4
2010,A,0,_X,A,N,SH_DYN_IMRT,36,,Y0,,PER_1000_LIVE_BIRTHS,13.2
2011,A,0,_X,A,N,SH_DYN_IMRT,36,,Y0,,PER_1000_LIVE_BIRTHS,13.8
2012,A,0,_X,A,N,SH_DYN_IMRT,36,,Y0,,PER_1000_LIVE_BIRTHS,13.4
2013,A,0,_X,A,N,SH_DYN_IMRT,36,,Y0,,PER_1000_LIVE_BIRTHS,13.2
2014,A,0,_X,A,N,SH_DYN_IMRT,36,,Y0,,PER_1000_LIVE_BIRTHS,12.8
2015,A,0,_X,A,N,SH_DYN_IMRT,36,,Y0,,PER_1000_LIVE_BIRTHS,12.6
2016,A,0,_X,A,N,SH_DYN_IMRT,36,,Y0,,PER_1000_LIVE_BIRTHS,12.3
2017,A,0,_X,A,N,SH_DYN_IMRT,36,,Y0,,PER_1000_LIVE_BIRTHS,12.1
2018,A,0,_X,A,N,SH_DYN_IMRT,36,,Y0,,PER_1000_LIVE_BIRTHS,12.1
2019,A,0,_X,A,N,SH_DYN_IMRT,36,,Y0,,PER_1000_LIVE_BIRTHS,11.9
2010,A,0,_X,A,N,SH_DYN_IMRT,37,,Y0,,PER_1000_LIVE_BIRTHS,15.4
2011,A,0,_X,A,N,SH_DYN_IMRT,37,,Y0,,PER_1000_LIVE_BIRTHS,16.0
2012,A,0,_X,A,N,SH_DYN_IMRT,37,,Y0,,PER_1000_LIVE_BIRTHS,15.1
2013,A,0,_X,A,N,SH_DYN_IMRT,37,,Y0,,PER_1000_LIVE_BIRTHS,15.1
2014,A,0,_X,A,N,SH_DYN_IMRT,37,,Y0,,PER_1000_LIVE_BIRTHS,14.6
2015,A,0,_X,A,N,SH_DYN_IMRT,37,,Y0,,PER_1000_LIVE_BIRTHS,14.3
2016,A,0,_X,A,N,SH_DYN_IMRT,37,,Y0,,PER_1000_LIVE_BIRTHS,14.1
2017,A,0,_X,A,N,SH_DYN_IMRT,37,,Y0,,PER_1000_LIVE_BIRTHS,13.9
2018,A,0,_X,A,N,SH_DYN_IMRT,37,,Y0,,PER_1000_LIVE_BIRTHS,13.8
2019,A,0,_X,A,N,SH_DYN_IMRT,37,,Y0,,PER_1000_LIVE_BIRTHS,13.6
2010,A,0,_X,A,N,SH_DYN_IMRT,02,,Y0,,PER_1000_LIVE_BIRTHS,37.1
2011,A,0,_X,A,N,SH_DYN_IMRT,02,,Y0,,PER_1000_LIVE_BIRTHS,35.0
2012,A,0,_X,A,N,SH_DYN_IMRT,02,,Y0,,PER_1000_LIVE_BIRTHS,35.8
2013,A,0,_X,A,N,SH_DYN_IMRT,02,,Y0,,PER_1000_LIVE_BIRTHS,35.3
2014,A,0,_X,A,N,SH_DYN_IMRT,02,,Y0,,PER_1000_LIVE_BIRTHS,34.2
2015,A,0,_X,A,N,SH_DYN_IMRT,02,,Y0,,PER_1000_LIVE_BIRTHS,33.6
2016,A,0,_X,A,N,SH_DYN_IMRT,02,,Y0,,PER_1000_LIVE_BIRTHS,33.0
2017,A,0,_X,A,N,SH_DYN_IMRT,02,,Y0,,PER_1000_LIVE_BIRTHS,32.5
2018,A,0,_X,A,N,SH_DYN_IMRT,02,,Y0,,PER_1000_LIVE_BIRTHS,32.3
2019,A,0,_X,A,N,SH_DYN_IMRT,02,,Y0,,PER_1000_LIVE_BIRTHS,31.8
2010,A,0,_X,A,N,SH_DYN_IMRT,04,,Y0,,PER_1000_LIVE_BIRTHS,28.2
2011,A,0,_X,A,N,SH_DYN_IMRT,04,,Y0,,PER_1000_LIVE_BIRTHS,24.8
2012,A,0,_X,A,N,SH_DYN_IMRT,04,,Y0,,PER_1000_LIVE_BIRTHS,25.2
2013,A,0,_X,A,N,SH_DYN_IMRT,04,,Y0,,PER_1000_LIVE_BIRTHS,25.1
2014,A,0,_X,A,N,SH_DYN_IMRT,04,,Y0,,PER_1000_LIVE_BIRTHS,24.3
2015,A,0,_X,A,N,SH_DYN_IMRT,04,,Y0,,PER_1000_LIVE_BIRTHS,23.9
2016,A,0,_X,A,N,SH_DYN_IMRT,04,,Y0,,PER_1000_LIVE_BIRTHS,23.5
2017,A,0,_X,A,N,SH_DYN_IMRT,04,,Y0,,PER_1000_LIVE_BIRTHS,23.1
2018,A,0,_X,A,N,SH_DYN_IMRT,04,,Y0,,PER_1000_LIVE_BIRTHS,23.0
2019,A,0,_X,A,N,SH_DYN_IMRT,04,,Y0,,PER_1000_LIVE_BIRTHS,22.6
2010,A,0,_X,A,N,SH_DYN_IMRT,06,,Y0,,PER_1000_LIVE_BIRTHS,19.5
2011,A,0,_X,A,N,SH_DYN_IMRT,06,,Y0,,PER_1000_LIVE_BIRTHS,18.4
