Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,Value
2019,A,0,_X,A,N,SE_DEV_ONTRK,VN,,Y0T4,PT,90
2019,A,0,_X,A,N,SE_DEV_ONTRK,VN,M,Y0T4,PT,90
2019,A,0,_X,A,N,SE_DEV_ONTRK,VN,F,Y0T4,PT,89
