Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2013,A,0,_X,A,N,AG_FPA_CFPI,VN,PT,102.7
2014,A,0,_X,A,N,AG_FPA_CFPI,VN,PT,104.0
2015,A,0,_X,A,N,AG_FPA_CFPI,VN,PT,101.5
2016,A,0,_X,A,N,AG_FPA_CFPI,VN,PT,102.4
2017,A,0,_X,A,N,AG_FPA_CFPI,VN,PT,98.9
2018,A,0,_X,A,N,AG_FPA_CFPI,VN,PT,103.2
2019,A,0,_X,A,N,AG_FPA_CFPI,VN,PT,104.1
