Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,Value
2019,A,0,_X,A,N,SL_TLF_UEM,VN,,Y_GE15,U,PT,3.11
2010,A,0,_X,A,N,SL_TLF_UEM,VN,,Y_GE15,R,PT,2.3
2014,A,0,_X,A,N,SL_TLF_UEM,VN,,Y_GE15,R,PT,1.49
2015,A,0,_X,A,N,SL_TLF_UEM,VN,,Y_GE15,R,PT,1.9
2016,A,0,_X,A,N,SL_TLF_UEM,VN,,Y_GE15,R,PT,1.84
2017,A,0,_X,A,N,SL_TLF_UEM,VN,,Y_GE15,R,PT,1.77
2018,A,0,_X,A,N,SL_TLF_UEM,VN,,Y_GE15,R,PT,1.74
2019,A,0,_X,A,N,SL_TLF_UEM,VN,,Y_GE15,R,PT,1.69
2010,A,0,_X,A,N,SL_TLF_UEM,VN_01,,Y_GE15,,PT,2.61
2014,A,0,_X,A,N,SL_TLF_UEM,VN_01,,Y_GE15,,PT,2.82
2015,A,0,_X,A,N,SL_TLF_UEM,VN_01,,Y_GE15,,PT,2.77
2016,A,0,_X,A,N,SL_TLF_UEM,VN_01,,Y_GE15,,PT,2.22
2017,A,0,_X,A,N,SL_TLF_UEM,VN_01,,Y_GE15,,PT,2.15
2018,A,0,_X,A,N,SL_TLF_UEM,VN_01,,Y_GE15,,PT,1.97
2019,A,0,_X,A,N,SL_TLF_UEM,VN_01,,Y_GE15,,PT,1.82
2010,A,0,_X,A,N,SL_TLF_UEM,VN_02,,Y_GE15,,PT,1.21
2014,A,0,_X,A,N,SL_TLF_UEM,VN_02,,Y_GE15,,PT,0.76
2015,A,0,_X,A,N,SL_TLF_UEM,VN_02,,Y_GE15,,PT,1.2
2016,A,0,_X,A,N,SL_TLF_UEM,VN_02,,Y_GE15,,PT,1.18
2017,A,0,_X,A,N,SL_TLF_UEM,VN_02,,Y_GE15,,PT,1.02
2018,A,0,_X,A,N,SL_TLF_UEM,VN_02,,Y_GE15,,PT,1.05
2019,A,0,_X,A,N,SL_TLF_UEM,VN_02,,Y_GE15,,PT,1.29
2010,A,0,_X,A,N,SL_TLF_UEM,VN_03,,Y_GE15,,PT,2.94
2014,A,0,_X,A,N,SL_TLF_UEM,VN_03,,Y_GE15,,PT,2.23
2015,A,0,_X,A,N,SL_TLF_UEM,VN_03,,Y_GE15,,PT,2.4
2016,A,0,_X,A,N,SL_TLF_UEM,VN_03,,Y_GE15,,PT,2.74
2017,A,0,_X,A,N,SL_TLF_UEM,VN_03,,Y_GE15,,PT,2.52
2018,A,0,_X,A,N,SL_TLF_UEM,VN_03,,Y_GE15,,PT,2.7
2019,A,0,_X,A,N,SL_TLF_UEM,VN_03,,Y_GE15,,PT,2.47
2010,A,0,_X,A,N,SL_TLF_UEM,VN_04,,Y_GE15,,PT,2.15
2014,A,0,_X,A,N,SL_TLF_UEM,VN_04,,Y_GE15,,PT,1.22
2015,A,0,_X,A,N,SL_TLF_UEM,VN_04,,Y_GE15,,PT,1.27
2016,A,0,_X,A,N,SL_TLF_UEM,VN_04,,Y_GE15,,PT,1.23
2017,A,0,_X,A,N,SL_TLF_UEM,VN_04,,Y_GE15,,PT,1.05
2018,A,0,_X,A,N,SL_TLF_UEM,VN_04,,Y_GE15,,PT,1.05
2019,A,0,_X,A,N,SL_TLF_UEM,VN_04,,Y_GE15,,PT,1.37
2010,A,0,_X,A,N,SL_TLF_UEM,VN_05,,Y_GE15,,PT,3.91
2014,A,0,_X,A,N,SL_TLF_UEM,VN_05,,Y_GE15,,PT,2.47
2015,A,0,_X,A,N,SL_TLF_UEM,VN_05,,Y_GE15,,PT,2.66
2016,A,0,_X,A,N,SL_TLF_UEM,VN_05,,Y_GE15,,PT,2.46
2017,A,0,_X,A,N,SL_TLF_UEM,VN_05,,Y_GE15,,PT,2.68
2018,A,0,_X,A,N,SL_TLF_UEM,VN_05,,Y_GE15,,PT,2.63
2019,A,0,_X,A,N,SL_TLF_UEM,VN_05,,Y_GE15,,PT,2.45
2010,A,0,_X,A,N,SL_TLF_UEM,VN_06,,Y_GE15,,PT,3.59
2014,A,0,_X,A,N,SL_TLF_UEM,VN_06,,Y_GE15,,PT,2.06
2015,A,0,_X,A,N,SL_TLF_UEM,VN_06,,Y_GE15,,PT,2.66
2016,A,0,_X,A,N,SL_TLF_UEM,VN_06,,Y_GE15,,PT,2.89
2017,A,0,_X,A,N,SL_TLF_UEM,VN_06,,Y_GE15,,PT,2.85
2018,A,0,_X,A,N,SL_TLF_UEM,VN_06,,Y_GE15,,PT,2.71
2019,A,0,_X,A,N,SL_TLF_UEM,VN_06,,Y_GE15,,PT,2.9
