Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,AGE,UNIT_MEASURE,Value
2012,A,0,_X,A,N,SL_TLF_CHLDEA,VN,Y5T17,PT,9.6
2018,A,0,_X,A,N,SL_TLF_CHLDEA,VN,Y5T17,PT,5.4
