Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,AGE,UNIT_MEASURE,Value
2016,A,0,_X,A,N,FB_BNK_ACCSS,VN,Y_GE15,PT,58.31
2017,A,0,_X,A,N,FB_BNK_ACCSS,VN,Y_GE15,PT,60.24
2018,A,0,_X,A,N,FB_BNK_ACCSS,VN,Y_GE15,PT,63.71
2019,A,0,_X,A,N,FB_BNK_ACCSS,VN,Y_GE15,PT,63.96
