Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,AGE,UNIT_MEASURE,Value
2014,A,0,_X,A,N,SL_TLF_NEET,VN,Y15T24,PT,6.92
2015,A,0,_X,A,N,SL_TLF_NEET,VN,Y15T24,PT,7.5
2016,A,0,_X,A,N,SL_TLF_NEET,VN,Y15T24,PT,7.43
2017,A,0,_X,A,N,SL_TLF_NEET,VN,Y15T24,PT,7.03
2018,A,0,_X,A,N,SL_TLF_NEET,VN,Y15T24,PT,6.26
2019,A,0,_X,A,N,SL_TLF_NEET,VN,Y15T24,PT,6.39
