Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,AGE,UNIT_MEASURE,Value
2016,A,0,_X,A,N,SP_DYN_ADKL,VN,Y15T19,PT,30.2
2017,A,0,_X,A,N,SP_DYN_ADKL,VN,Y15T19,PT,32.0
2018,A,0,_X,A,N,SP_DYN_ADKL,VN,Y15T19,PT,29.1
2019,A,0,_X,A,N,SP_DYN_ADKL,VN,Y15T19,PT,35.0
