Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,Value
2019,A,0,_X,A,N,VC_VAW_NONMARR,VN,F,Y_GE15,,PT,1.2
2019,A,0,_X,A,N,VC_VAW_NONMARR,VN,F,Y_GE15,U,PT,1.4
2019,A,0,_X,A,N,VC_VAW_NONMARR,VN,F,Y_GE15,R,PT,1.1
2019,A,0,_X,A,N,VC_VAW_NONMARR,VN,F,Y15T19,,PT,5.4
2019,A,0,_X,A,N,VC_VAW_NONMARR,VN,F,Y20T24,,PT,3.6
2019,A,0,_X,A,N,VC_VAW_NONMARR,VN,F,Y25T29,,PT,2.0
2019,A,0,_X,A,N,VC_VAW_NONMARR,VN,F,Y30T34,,PT,0.8
2019,A,0,_X,A,N,VC_VAW_NONMARR,VN,F,Y35T39,,PT,0.8
2019,A,0,_X,A,N,VC_VAW_NONMARR,VN,F,Y40T44,,PT,0.2
2019,A,0,_X,A,N,VC_VAW_NONMARR,VN,F,Y45T49,,PT,0.3
2019,A,0,_X,A,N,VC_VAW_NONMARR,VN,F,Y50T54,,PT,0.2
2019,A,0,_X,A,N,VC_VAW_NONMARR,VN,F,Y55T64,,PT,0.2
