Value,Disaggregation combinations using this value,Number of indicators
Y_GE15,35,5
Y_GE50,1,1
Y0,6,2
Y0T4,16,4
Y15T19,5,3
Y15T24,2,2
Y1T14,1,1
Y20T24,10,3
Y25T29,4,2
Y30T34,4,2
Y35T39,4,2
Y40T44,4,2
Y45T49,4,2
Y50T54,4,2
Y55T64,4,2
Y5T17,1,1
