Indicator,Disaggregation combinations using this value
#1-2-2,72
#1-5-1,2
#10-1-1,1
#11-5-1,2
#13-1-1,2
#15-1-1,67
#15-3-1,1
#16-2-1,1
#16-5-2,1
#16-6-1,1
#16-9-1,9
#2-2-1,74
#2-2-2,74
#2-c-1,1
#3-1-1,1
#3-1-2,1
#3-2-1,74
#3-2-2,1
#3-3-1,1
#3-3-2,1
#3-4-2,3
#3-6-1,64
#3-7-2,1
#3-8-2,6
#3-a-1,3
#4-2-1,3
#4-a-1,12
#5-2-1,60
#5-2-2,18
#5-3-1,144
#5-5-1,1
#7-1-1,72
#7-2-1,1
#7-3-1,1
#8-10-1,2
#8-10-2,1
#8-3-1,5
#8-5-2,13
#8-6-1,1
#8-7-1,1
#9-1-2,70
#9-2-1,1
#9-2-2,1
#9-5-1,1
